%time,field.data
1309470000000,1.01805019379
1309490000000,1.01844739914
1309510000000,1.01854109764
1309530000000,1.01775765419
1309550000000,1.01625084877
1309570000000,1.01539349556
1309590000000,1.01312112808
1309610000000,1.00980639458
1309630000000,1.00593161583
1309650000000,1.00325322151
1309670000000,0.998813867569
1309690000000,0.993785381317
1309710000000,0.98911857605
1309730000000,0.982612609863
1309750000000,0.979264855385
1309770000000,0.971601724625
1309790000000,0.96585381031
1309810000000,0.959510207176
1309830000000,0.952156066895
1309850000000,0.945512652397
1309870000000,0.936873555183
1309890000000,0.929028391838
1309910000000,0.920714259148
1309930000000,0.912448644638
1309950000000,0.904030680656
1309970000000,0.896039366722
1309990000000,0.890098690987
1310010000000,0.884952664375
1310030000000,0.880952715874
1310050000000,0.878454208374
1310070000000,0.87491607666
1310090000000,0.871806621552
1310130000000,0.870334625244
1310130000000,0.866358399391
1310190000000,0.862442970276
1310190000000,0.857518672943
1310230000000,0.853587150574
1310230000000,0.849616646767
1310270000000,0.845059990883
1310270000000,0.839543581009
1310310000000,0.83672451973
1310310000000,0.831183314323
1310310000000,0.826714754105
1310350000000,0.822080135345
1310350000000,0.817351102829
1310370000000,0.81177842617
1310390000000,0.807168960571
1310430000000,0.801607608795
1310430000000,0.796054959297
1310470000000,0.791938185692
1310470000000,0.786493659019
1310530000000,0.781036615372
1310530000000,0.777522206306
1310570000000,0.773521542549
1310570000000,0.769014954567
1310610000000,0.766112565994
1310610000000,0.761866092682
1310610000000,0.757743358612
1310670000000,0.75372171402
1310670000000,0.748300671577
1310670000000,0.74334871769
1310690000000,0.736875295639
1310730000000,0.732142329216
1310770000000,0.727178692818
1310770000000,0.723395466805
1310770000000,0.718485474586
1310810000000,0.714815378189
1310810000000,0.709176421165
1310830000000,0.705942630768
1310850000000,0.703539252281
1310890000000,0.698782444
1310890000000,0.694487690926
1310930000000,0.69231903553
1310930000000,0.688186883926
1310990000000,0.682838439941
1310990000000,0.678207397461
1311030000000,0.67277777195
1311030000000,0.668085217476
1311070000000,0.662449479103
1311070000000,0.658434867859
1311110000000,0.654037952423
1311110000000,0.649727344513
1311110000000,0.646995067596
1311150000000,0.643534898758
1311150000000,0.638656616211
1311170000000,0.633358001709
1311190000000,0.628917455673
1311230000000,0.624764680862
1311230000000,0.621120095253
1311290000000,0.617487430573
1311290000000,0.614401102066
1311330000000,0.609968185425
1311330000000,0.604705572128
1311370000000,0.600267887115
1311370000000,0.596121668816
1311410000000,0.591558814049
1311410000000,0.586096763611
1311410000000,0.582543611526
1311450000000,0.578242063522
1311450000000,0.573302865028
1311470000000,0.569680094719
1311490000000,0.564786791801
1311530000000,0.561233878136
1311530000000,0.555952191353
1311570000000,0.552592635155
1311570000000,0.547678828239
1311630000000,0.545571446419
1311630000000,0.541174888611
1311670000000,0.539987683296
1311670000000,0.536768078804
1311710000000,0.535148024559
1311710000000,0.53153526783
1311710000000,0.530396938324
1311750000000,0.526633620262
1311750000000,0.524113059044
1311770000000,0.521508693695
1311790000000,0.518835067749
1311830000000,0.51546394825
1311830000000,0.511371731758
1311870000000,0.50680077076
1311870000000,0.502257823944
1311910000000,0.497907876968
1311910000000,0.494117975235
1311970000000,0.491440057755
1311970000000,0.488448619843
1312010000000,0.484138250351
1312010000000,0.482619285583
1312050000000,0.478241682053
1312050000000,0.476467013359
1312090000000,0.472878098488
1312090000000,0.469624400139
1312090000000,0.464824557304
1312130000000,0.460662841797
1312130000000,0.456329703331
1312150000000,0.452370405197
1312170000000,0.449112772942
1312210000000,0.44470345974
1312210000000,0.440690994263
1312270000000,0.437656521797
1312270000000,0.435119271278
1312310000000,0.432529687881
1312310000000,0.429989695549
1312310000000,0.426758170128
1312350000000,0.42395234108
1312350000000,0.421179771423
1312370000000,0.417958498001
1312390000000,0.41460943222
1312430000000,0.411806941032
1312430000000,0.409380197525
1312470000000,0.405590176582
1312470000000,0.403814792633
1312530000000,0.400544166565
1312530000000,0.396987438202
1312570000000,0.394188046455
1312570000000,0.388543605804
1312610000000,0.385861992836
1312610000000,0.381356477737
1312650000000,0.377428770065
1312650000000,0.375021934509
1312650000000,0.371870517731
1312710000000,0.368514180183
1312710000000,0.36693072319
1312710000000,0.364341855049
1312730000000,0.361404061317
1312770000000,0.359668254852
1312770000000,0.356512546539
1312810000000,0.353011488914
1312810000000,0.349766492844
1312870000000,0.34782075882
1312870000000,0.345867037773
1312910000000,0.345344185829
1312910000000,0.342395663261
1312950000000,0.340745210648
1312950000000,0.339783072472
1312990000000,0.338687539101
1312990000000,0.336660385132
1312990000000,0.334490776062
1313030000000,0.332557082176
1313030000000,0.331399440765
1313050000000,0.327838897705
1313070000000,0.325174927711
1313130000000,0.322436332703
1313130000000,0.319974303246
1313170000000,0.316130518913
1313170000000,0.314005017281
1313210000000,0.311247706413
1313210000000,0.308649539948
1313250000000,0.306880831718
1313250000000,0.304310917854
1313250000000,0.300992846489
1313290000000,0.297555923462
1313290000000,0.295714974403
1313310000000,0.293198823929
1313330000000,0.292375564575
1313370000000,0.290129423141
1313370000000,0.287587761879
1313410000000,0.284650325775
1313410000000,0.281542539597
1313470000000,0.279150724411
1313470000000,0.277589201927
1313510000000,0.274488091469
1313510000000,0.27406835556
1313550000000,0.272327661514
1313550000000,0.270239472389
1313590000000,0.268541932106
1313590000000,0.265306591988
1313590000000,0.26414000988
1313630000000,0.260935902596
1313630000000,0.257858395576
1313650000000,0.254860281944
1313670000000,0.251822471619
1313710000000,0.249631047249
1313710000000,0.247170329094
1313770000000,0.244878053665
1313770000000,0.242854475975
1313810000000,0.240167617798
1313810000000,0.238187670708
1313850000000,0.237477302551
1313850000000,0.234541893005
1313850000000,0.2323346138
1313910000000,0.228771805763
1313910000000,0.227259159088
1313910000000,0.224194169044
1313930000000,0.222060918808
1313970000000,0.220517516136
1313970000000,0.217722535133
1314010000000,0.216377735138
1314010000000,0.213041305542
1314070000000,0.212510347366
1314070000000,0.20968568325
1314110000000,0.208015561104
1314110000000,0.20728468895
1314150000000,0.206693410873
1314150000000,0.206085920334
1314150000000,0.204187750816
1314210000000,0.202636480331
1314210000000,0.201968073845
1314210000000,0.20182800293
1314230000000,0.199128627777
1314270000000,0.199045300484
1314310000000,0.196184396744
1314310000000,0.195118427277
1314310000000,0.193274140358
1314350000000,0.192754507065
1314350000000,0.189683318138
1314370000000,0.187326908112
1314390000000,0.186284899712
1314430000000,0.185150504112
1314430000000,0.183914661407
1314470000000,0.182501554489
1314470000000,0.181875348091
1314530000000,0.179636716843
1314530000000,0.179045677185
1314570000000,0.176576137543
1314570000000,0.174285411835
1314610000000,0.172160983086
1314610000000,0.168728470802
1314650000000,0.165484309196
1314650000000,0.16299033165
1314650000000,0.159989833832
1314690000000,0.157324790955
1314690000000,0.154592990875
1314710000000,0.151596426964
1314730000000,0.14822602272
1314770000000,0.145749688148
1314770000000,0.143970727921
1314810000000,0.14004445076
1314810000000,0.140640377998
1314870000000,0.138133645058
1314870000000,0.136788964272
1314910000000,0.133485794067
1314910000000,0.130973577499
1314950000000,0.127669334412
1314950000000,0.124073624611
1314990000000,0.121151447296
1314990000000,0.119301080704
1314990000000,0.117576479912
1315030000000,0.116207957268
1315030000000,0.113410234451
1315050000000,0.111428499222
1315070000000,0.109027862549
1315110000000,0.10721051693
1315110000000,0.105484008789
1315150000000,0.104591369629
1315150000000,0.103125452995
1315210000000,0.102233052254
1315210000000,0.0997520685196
1315250000000,0.0995751619339
1315250000000,0.0972967147827
1315290000000,0.0965150594711
1315290000000,0.0948487520218
1315290000000,0.0934137105942
1315350000000,0.0925699472427
1315350000000,0.0909223556519
1315350000000,0.0896557569504
1315370000000,0.0894546508789
1315410000000,0.0884101390839
1315410000000,0.0858167409897
1315470000000,0.0851677656174
1315470000000,0.0822111368179
1315510000000,0.0803518295288
1315510000000,0.0793622732162
1315550000000,0.0781168937683
1315550000000,0.0768327713013
1315590000000,0.0753637552261
1315590000000,0.0748709440231
1315590000000,0.0724185705185
1315630000000,0.0718607902527
1315630000000,0.0711802244186
1315650000000,0.0682864189148
1315670000000,0.0677181482315
1315710000000,0.0670042037964
1315710000000,0.0662684440613
1315770000000,0.0643420219421
1315770000000,0.0632175207138
1315810000000,0.0618960857391
1315810000000,0.0591562986374
1315850000000,0.0576273202896
1315850000000,0.0556782484055
1315890000000,0.0548930168152
1315890000000,0.0523642301559
1315890000000,0.0521928071976
1315930000000,0.0518088340759
1315930000000,0.0501549243927
1315950000000,0.0479228496552
1315970000000,0.0465939044952
1316010000000,0.0469707250595
1316010000000,0.0459682941437
1316050000000,0.0442764759064
1316050000000,0.0450115203857
1316110000000,0.0440076589584
1316110000000,0.0422463417053
1316150000000,0.0401554107666
1316150000000,0.0386766195297
1316190000000,0.0356556177139
1316190000000,0.0351805686951
1316230000000,0.0332927703857
1316230000000,0.031773686409
1316230000000,0.0298895835876
1316270000000,0.0285303592682
1316270000000,0.0266144275665
1316290000000,0.0259062051773
1316310000000,0.0234977006912
1316350000000,0.0241928100586
1316350000000,0.0220856666565
1316390000000,0.0213609933853
1316390000000,0.0197064876556
1316450000000,0.0194026231766
1316450000000,0.0171258449554
1316490000000,0.0174921751022
1316490000000,0.0165520906448
1316530000000,0.0159405469894
1316530000000,0.0162712335587
1316570000000,0.0151883363724
1316570000000,0.0149365663528
1316570000000,0.0155066251755
1316610000000,0.015584230423
1316610000000,0.0166790485382
1316630000000,0.0164704322815
1316650000000,0.0148066282272
1316690000000,0.0134645700455
1316690000000,0.0119506120682
1316750000000,0.0123790502548
1316750000000,0.0116630792618
1316790000000,0.010781288147
1316790000000,0.0109801292419
1316830000000,0.0112533569336
1316830000000,0.0104773044586
1316870000000,0.00929534435272
1316870000000,0.00981569290161
1316870000000,0.00782895088196
1316910000000,0.0071028470993
1316910000000,0.00662791728973
1316930000000,0.00716042518616
1316950000000,0.00636756420135
1316990000000,0.00495231151581
1316990000000,0.00399565696716
1317020000000,0.00513315200806
1317020000000,0.00371623039246
1317090000000,0.00435078144073
1317090000000,0.00408542156219
1317130000000,0.00389933586121
1317130000000,0.00310826301575
1317170000000,0.00391721725464
1317170000000,0.00231063365936
1317170000000,0.0031236410141
1317210000000,0.00225055217743
1317210000000,0.0010392665863
1317230000000,0.000223159790039
1317250000000,-0.000564098358154
1317290000000,-0.00249397754669
1317290000000,-0.00251793861389
1317350000000,-0.00232994556427
1317350000000,-0.00444138050079
1317390000000,-0.00499975681305
1317390000000,-0.00588738918304
1317430000000,-0.00855892896652
1317430000000,-0.00861346721649
1317430000000,-0.00987315177917
1317470000000,-0.0115094780922
1317470000000,-0.0111606121063
1317490000000,-0.0120242834091
